### SNIa toy model generated with mk_snia_toy_model.py version 2018-06-22
#
## Adopted constants:
#
# MSUN = 1.98900000e+33 g
# 56Ni half-life THALF_56NI = 6.07500000e+00 day
# 56Co half-life THALF_56CO = 7.72360000e+01 day
# Energy per 56Ni decay EDECAY_56NI = 1.72060000e+00 MeV
# Energy per 56Co decay EDECAY_56CO = 3.60720000e+00 MeV
#
## Ejecta parameters (actual vs. requested):
#
# Mtot = 9.9990e-01 Msun (1.0000e+00 requested)
# Ekin = 9.9811e+50 erg (1.0000e+51 requested)
# nzones =  807 ; cell size dvel = 5.0000e+01 km/s ; Vmax = 4.0325e+04 km/s
# density profile = expon
# time at which radius, temperature and abundances are calculated, tend = 2.00 DAYS
# M(stable IGE) = 0.0000e+00 Msun (0.0000e+00 requested) with relative (Ni, Fe) fractions = 0.10, 0.90
# M(56Ni,t=0) = 9.9950e-02 Msun (1.0000e-01 requested)
# M(IME) = 8.9995e-01 Msun (9.0000e-01 requested); IMEs = Ca, S, Si with relative fractions = 0.1, 0.35, 0.55
# M(unburnt C/O) = 0.0000e+00 Msun with relative (O, C) fractions = 0.50, 0.50
# dM(IGE,56Ni,IME) = 0.00, 0.20, 0.00 Msun; transition profile = cosine
# ni56 weighted, average column density=7.15e+14 g cm^-2 s^2; t0_gamma=48.93 day

#
# COLUMNS:
#
# (1) zone index
# (2) velocity at zone center [km/s]
# (3) zone mass [Msun]
# (4) Lagrangian mass coordinate (corresponding to outer zone boundary) [Msun]
# (5) IGE mass fraction at t=0
# (6) 56Ni mass fraction at t=0
# (7) IME mass fraction
# (8) Ti mass fraction
# (9) unburnt CO mass fraction
# (10) radius at zone center [cm] = velocity * time_since_explosion (homologous expansion)
# (11) mean density over zone [g/cm^3] (*not* density at zone center)
# (12) temperature [K]
# (13)-(21) mass fractions
#
# NOTES ON MASS FRACTIONS: (14) X_Ni includes X_56Ni; (15) X_Co = X_56Co; (16) X_Fe includes 56Fe from 56Co decay
#
#idx vel[km/s]  dmass[Msun] mass[Msun] X_IGE0     X_56Ni0    X_IME      X_Ti       X_CO       rad[cm]    dens[gcc]  temp[K]    X_56Ni     X_Ni       X_Co       X_Fe       X_Ca       X_S        X_Si       X_O        X_C       
#(1) (2)        (3)        (4)        (5)        (6)        (7)        (8)        (9)        (10)       (11)       (12)       (13)       (14)       (15)       (16)       (17)       (18)       (19)       (20)       (21)      
 204 1.0175e+04 3.1742e-03 6.8351e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.7582e+14 1.8810e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 205 1.0225e+04 3.1506e-03 6.8666e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.7669e+14 1.8488e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 206 1.0275e+04 3.1270e-03 6.8978e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.7755e+14 1.8171e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 207 1.0325e+04 3.1034e-03 6.9289e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.7842e+14 1.7860e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 208 1.0375e+04 3.0799e-03 6.9597e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.7928e+14 1.7554e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 209 1.0425e+04 3.0564e-03 6.9902e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8014e+14 1.7254e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 210 1.0475e+04 3.0330e-03 7.0206e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8101e+14 1.6958e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 211 1.0525e+04 3.0095e-03 7.0507e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8187e+14 1.6668e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 212 1.0575e+04 2.9862e-03 7.0805e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8274e+14 1.6382e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 213 1.0625e+04 2.9629e-03 7.1101e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8360e+14 1.6102e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 214 1.0675e+04 2.9396e-03 7.1395e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8446e+14 1.5826e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 215 1.0725e+04 2.9164e-03 7.1687e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8533e+14 1.5555e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 216 1.0775e+04 2.8932e-03 7.1976e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8619e+14 1.5289e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 217 1.0825e+04 2.8701e-03 7.2263e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8706e+14 1.5027e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 218 1.0875e+04 2.8471e-03 7.2548e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8792e+14 1.4770e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 219 1.0925e+04 2.8241e-03 7.2831e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8878e+14 1.4517e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 220 1.0975e+04 2.8013e-03 7.3111e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.8965e+14 1.4268e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 221 1.1025e+04 2.7784e-03 7.3388e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9051e+14 1.4024e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 222 1.1075e+04 2.7557e-03 7.3664e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9138e+14 1.3784e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 223 1.1125e+04 2.7330e-03 7.3937e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9224e+14 1.3548e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 224 1.1175e+04 2.7104e-03 7.4208e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9310e+14 1.3316e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 225 1.1225e+04 2.6879e-03 7.4477e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9397e+14 1.3088e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 226 1.1275e+04 2.6654e-03 7.4744e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9483e+14 1.2863e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 227 1.1325e+04 2.6431e-03 7.5008e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9570e+14 1.2643e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 228 1.1375e+04 2.6208e-03 7.5270e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9656e+14 1.2427e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 229 1.1425e+04 2.5986e-03 7.5530e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9742e+14 1.2214e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 230 1.1475e+04 2.5765e-03 7.5788e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9829e+14 1.2005e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 231 1.1525e+04 2.5545e-03 7.6043e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.9915e+14 1.1799e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 232 1.1575e+04 2.5326e-03 7.6296e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0002e+14 1.1597e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 233 1.1625e+04 2.5108e-03 7.6547e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0088e+14 1.1398e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 234 1.1675e+04 2.4891e-03 7.6796e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0174e+14 1.1203e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 235 1.1725e+04 2.4674e-03 7.7043e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0261e+14 1.1011e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 236 1.1775e+04 2.4459e-03 7.7288e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0347e+14 1.0823e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 237 1.1825e+04 2.4245e-03 7.7530e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0434e+14 1.0638e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 238 1.1875e+04 2.4032e-03 7.7770e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0520e+14 1.0455e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 239 1.1925e+04 2.3819e-03 7.8009e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0606e+14 1.0276e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 240 1.1975e+04 2.3608e-03 7.8245e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0693e+14 1.0100e-11 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 241 1.2025e+04 2.3398e-03 7.8479e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0779e+14 9.9274e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 242 1.2075e+04 2.3189e-03 7.8711e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0866e+14 9.7574e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 243 1.2125e+04 2.2981e-03 7.8940e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.0952e+14 9.5903e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 244 1.2175e+04 2.2774e-03 7.9168e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1038e+14 9.4261e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 245 1.2225e+04 2.2569e-03 7.9394e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1125e+14 9.2647e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 246 1.2275e+04 2.2364e-03 7.9617e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1211e+14 9.1060e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 247 1.2325e+04 2.2160e-03 7.9839e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1298e+14 8.9501e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 248 1.2375e+04 2.1958e-03 8.0059e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1384e+14 8.7968e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 249 1.2425e+04 2.1757e-03 8.0276e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1470e+14 8.6462e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 250 1.2475e+04 2.1557e-03 8.0492e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1557e+14 8.4981e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 251 1.2525e+04 2.1358e-03 8.0705e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1643e+14 8.3526e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 252 1.2575e+04 2.1160e-03 8.0917e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1730e+14 8.2095e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 253 1.2625e+04 2.0963e-03 8.1127e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1816e+14 8.0690e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 254 1.2675e+04 2.0768e-03 8.1334e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1902e+14 7.9308e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 255 1.2725e+04 2.0573e-03 8.1540e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.1989e+14 7.7950e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 256 1.2775e+04 2.0380e-03 8.1744e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2075e+14 7.6615e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 257 1.2825e+04 2.0188e-03 8.1946e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2162e+14 7.5303e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 258 1.2875e+04 1.9998e-03 8.2146e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2248e+14 7.4013e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 259 1.2925e+04 1.9808e-03 8.2344e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2334e+14 7.2746e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 260 1.2975e+04 1.9620e-03 8.2540e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2421e+14 7.1500e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 261 1.3025e+04 1.9433e-03 8.2734e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2507e+14 7.0276e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 262 1.3075e+04 1.9247e-03 8.2927e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2594e+14 6.9072e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 263 1.3125e+04 1.9062e-03 8.3117e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2680e+14 6.7890e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 264 1.3175e+04 1.8879e-03 8.3306e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2766e+14 6.6727e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 265 1.3225e+04 1.8697e-03 8.3493e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2853e+14 6.5584e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 266 1.3275e+04 1.8516e-03 8.3678e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.2939e+14 6.4461e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 267 1.3325e+04 1.8336e-03 8.3862e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3026e+14 6.3357e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 268 1.3375e+04 1.8158e-03 8.4043e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3112e+14 6.2272e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 269 1.3425e+04 1.7980e-03 8.4223e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3198e+14 6.1206e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 270 1.3475e+04 1.7804e-03 8.4401e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3285e+14 6.0158e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 271 1.3525e+04 1.7630e-03 8.4577e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3371e+14 5.9128e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 272 1.3575e+04 1.7456e-03 8.4752e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3458e+14 5.8115e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 273 1.3625e+04 1.7284e-03 8.4925e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3544e+14 5.7120e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 274 1.3675e+04 1.7113e-03 8.5096e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3630e+14 5.6142e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 275 1.3725e+04 1.6943e-03 8.5265e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3717e+14 5.5180e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 276 1.3775e+04 1.6774e-03 8.5433e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3803e+14 5.4236e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 277 1.3825e+04 1.6607e-03 8.5599e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3890e+14 5.3307e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 278 1.3875e+04 1.6441e-03 8.5764e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.3976e+14 5.2394e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 279 1.3925e+04 1.6276e-03 8.5926e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.4062e+14 5.1497e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 280 1.3975e+04 1.6112e-03 8.6087e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.4149e+14 5.0615e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
 281 1.4025e+04 1.5950e-03 8.6247e-01 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 2.4235e+14 4.9748e-12 5.0000e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-01 3.5000e-01 5.5000e-01 0.0000e+00 0.0000e+00
